website,email,phone,contacts.vk,contacts.instagram,contacts.facebook,avatar,schedule,label,location,metroStation,category,price.title,rating,parking,equipment,novice,children,description,workTime,facilities,special
http://amfr.ru,shop@amfr.ru,84959261316,https://vk.com/amfr_official,https://www.instagram.com/amfr_official/,http://www.facebook.com/AMFRofficial,http://amfr.ru/local/templates/common/images/logo.png,http://amfr.ru/league/super/calendar/,Ассоциация мини-футбола России,"мичуринский проспект, олимпийская деревня дом.3",Шоссе Энтузиастов,sport_game,500,0,true,false,false,false,Уточняйте на сайте.,"пн-ср 10:00-16:30, чт: 12:00-16:30, пт: 12:00-14:00",,
http://www.yafutbolist.ru/,support@maps.yandex.ru,84997858866,https://vk.com/yafutbolist2,https://www.instagram.com/fcwings/,,http://www.yafutbolist.ru/templates/jt-drive/images/logo.jpg,http://www.yafutbolist.ru/index.php/raspisanie-trenirovok,Секция подготовки детей по футболу,"мичуринский проспект, олимпийская деревня дом.4",Шоссе Энтузиастов,sport_game,500,0,true,false,false,false,Уточняйте на сайте.,"пн-чт: 12:00-16:30, пт: 12:00-14:00, сб: 11:00-15:00",,
http://www.volleymsk.ru,foto@volleymsk.ru,89651179087,https://vk.com/album-377479_269432076,,,http://www.volleymsk.ru/pic/newlogo_canonical_10p.png,http://www.volleymsk.ru/main/raspisanie_stikovih_igr_22_dekabrya_2019_goda/,volleymsk.ru | Любительская Волейбольная Лига,"мичуринский проспект, олимпийская деревня дом.5",Шоссе Энтузиастов,sport_game,500,0,true,false,false,false,,пн-пт 10:00-19:00,,
http://www.badmintonik.com/,ya.ya-badmi@yandex.ru,89032048296,,,,https://image.jimcdn.com/app/cms/image/transf/dimension=160x158:format=png/path/sae0fd369c004eb62/logo/version/1524911567/image.png,,Бадминтоник,"мичуринский проспект, олимпийская деревня дом.6",Шоссе Энтузиастов,sport_game,500,0,true,false,false,false,"Школьный спортивный клуб ""Бадминтоник""- это сообщество школьников, которых объединяет.. ... любовь к активному образу жизни
    ... стремление к достижению целей
    ... желание становиться лучше
    ... радость от общения с единомышленниками
    ... любовь к свисту быстро летящего волана, энергии в каждой клетке, к отточенным движениям кисти, красиво
    сыгранным партиям, к ритуалу игры ...к БАДМИНТОНу!
      Приходите к нам - поймете! :)","пн-cр 11:00-16:00, пт 14:00-17:00",Раздевалка,Ракетки бесплатно
http://championika.ru/,pr@championika.ru,89261835398,,,,https://championika.ru/_img/logo.png,,"Занятия футболом для детей в Москве, тренировки для детей по футболу в Чемпионике","мичуринский проспект, олимпийская деревня дом.7",Шоссе Энтузиастов,sport_game,500,0,true,false,false,false,,пн-чт 9:00-16:00,Раздевалка,
http://lafare.ru,pr@lafare.ru,,https://vk.com/lafare_ru?z=photo-100326371_415697734%2Falbum-100326371_00%2Frev,http://instagram.com/lafare.ru,http://facebook.com/lafare.ru,http://lafare.ru/img/logo.png,,Ляфаре - музыкальная школа,"мичуринский проспект, олимпийская деревня дом.8",Шоссе Энтузиастов,music,500,0,true,false,false,false,Обучаем вокалу и игре на музыкальных инструментах.,"пн-ср 10:00-16:30, чт: 12:00-16:30, пт: 12:00-14:00",,Лучшие музыкальные инструменты
http://gay-sport.ru,info@gay-sport.ru,89087371081,http://vk.com/lgbtsport,,https://www.facebook.com/Russian.LGBT.Sports.Federation,http://www.gay-sport.ru/netcat_files/c/logo.jpg,,Федерация ЛГБТ-спорта,"мичуринский проспект, олимпийская деревня дом.9",Шоссе Энтузиастов,sport_game,500,0,true,false,false,false,"ФЕДЕРАЦИЯ ЛГБТ-СПОРТА РОССИИ
 – общероссийская некоммерческая организация, созданная для объединения 
лесбиянок, геев, бисексуалов, трансгендеров (ЛГБТ) и всех, кто разделяет
 идеи здорового образа жизни, физической культуры и спорта",,Раздевалка,
http://www.trideviatoe.ru,info@it-brush.ru,84957965049,https://vk.com/studiapandorabox,,https://www.facebook.com/Trideviatoe/,https://trideviatoe.ru/img/catalog_menu_hover_pic.png,,"Настольные игры, ролевые настольные игры и дайсы - Тридевятое",Сокольнический вал д. 52,Шоссе Энтузиастов,other,500,0,true,false,false,false,,"пн-ср 10:00-16:30, чт: 12:00-16:30, пт: 12:00-14:00",,
http://www.hanumanboxing.ru,,,,https://www.instagram.com/almazovcoach/,,http://www.hanumanboxing.ru/images/logo.jpg,,"HANUMAN. Бойцовский клуб Георгия Алмазова. Профессиональное обучение Тайскому боксу (Muay Thai), Боксу, Кикбоксингу, К-1",,Шоссе Энтузиастов,sport_wrestling,500,0,true,false,false,false,"Тренировки для всех, вне зависимости от возраста и уровня подготовки. 6 месяцев тренировок = уверенность в себе, сила, отличная форма. Гарантируем!","

пн-пт 10:00-19:00",Раздевалка,Гарантия результата
http://pravoepolusharie.ru,,,https://vk.com/krasimmir,http://www.instagram.com/anastasiyaleonidovna/,,http://u8.filesonload.ru/s/45lhkp051/bad11e58ef8d08471bf48a565263dd5f/d3c1f36b89574fd05c145a49ff5ef304.png,,Правополушарное рисование - АртСтудия Анастасии Леонидовны,,Шоссе Энтузиастов,art,500,0,true,false,false,false,,пн-чт 9:00-16:00,,
http://самбо-70.рф/sport/zapas/konek,miss.polkovnik@mail.ru,84954242208,,,,http://самбо-70.рф/images/logo.png,http://xn---70-5cdf9dpu.xn--p1ai/sport/calendar,Самбо-70 - Конёк Чайковской,,Шоссе Энтузиастов,sport_wrestling,500,0,true,false,false,false,Региональная спортивная общественная организация «Школа спортивного мастерства «Конек Чайковской» (это официальное название) существует с  1992 года. Она создавалась под патронатом корпорации «Эконика» как  социальный проект,"

пн-пт 10:00-19:00","Раздевалка, Душ",
http://www.realchess.ru,realchess@inbox.ru,89267943131,https://vk.com/realchess,,,https://realchess.ru/wp-content/uploads/2019/03/logWhite.png,,Realchess — Частная школа шахмат,"Вспольный Переулок, Дом 6",Баррикадная,sport_game,500,0,true,false,false,false,"Шахматы — логическая игра, развивающая мышление и тренирующая  память. Изучая шахматы онлайн, вы сможете выбрать удобное для вас и  ваших детей время занятий, длительностью в зависимости от ваших  предпочтений и рекомендаций педагогов.","пн-ср 10:00-16:30, чт: 12:00-16:30, пт: 12:00-14:00",,
http://www.s-dance.ru/,webmaster@s-dance.ru,89265756285,https://vk.com/club2135680,,,http://www.s-dance.ru/1main/life/2019-20/step2-1t.jpg https://sun1-96.userapi.com/O6nbREK53HYGtbQ04AJSH2P7VUrlNkDmBw6Vlg/Kv_LZB1t7L0.jpg?ava=1,,"Школа бального танца для взрослых, начинающих и продолжающих","Электролитный проезд, д.3",Южная,dance,800,0,true,false,false,false,"S-КЛУБ"" - ведущая школа танцев Москвы в обучении взрослых бальным и клубным 
танцам! Здесь Вы действительно научитесь двигаться гармонично! - Продолжается запись в новые группы начинающих для взрослых и для детей, присоединяйтесь:).","

пн-пт 10:00-19:00",Раздевалка,
http://DanceSecret.ru,ask@dancesecret.ru,89629755523,,https://www.instagram.com/ballerinkasol/,https://www.facebook.com/DanceSecret/,http://www.s-dance.ru/1main/graph/Head-logo4.gif,https://calendar.google.com/calendar/embed?src=cWdoNG1vOGFsM3AzOWhrdHJhaDZqNzkwbGtAZ3JvdXAuY2FsZW5kYXIuZ29vZ2xlLmNvbQ,Балетная студия DanceSecret,"Электролитный проезд, д.4",Южная,dance,800,0,true,false,false,false,Балетная студия DanceSecret,пн-чт 9:00-16:00,Раздевалка,
http://www.обучение-музыке.рф,,84996480692,https://vk.com/ulyanov_school,https://instagram.com/ulyanov_music_school/,https://facebook.com/groups/ulyanovschool2/,http://xn----9sbmabletqgi5dg3c0d.xn--p1ai/wp-content/uploads/2019/10/logo-min2-1-2-2.png,,Музыкальная школа для взрослых и детей,"Сумской проезд, 8к3",Чертановская,music,800,0,true,false,false,false,"Наша школа работает в области  музыкального образования уже более 11 лет. За это время мы накопили значительный опыт в области педагогики, составили авторские образовательные программы и оснастили наши кабинеты современным оборудованием, которое необходимо для образовательного процесса и просто для каждого музыканта.Благодаря всему этому наши ученики занимали, занимают и будут занимать призовые места в районных, городских и даже международных конкурсах.В нашей школе есть индивидуальные и групповые занятия, на которых Выувидите результат уже на первом уроке. Помимо этого у нас также регулярно проходят репетиции в классических ансамблях, рок и кавер-группах, в которые мы помогаем объединиться нашим ученикам, открывая им тем самым новый мир музыки.","пн-чт: 12:00-16:30, пт: 12:00-14:00, сб: 11:00-15:00",,
http://chessbw.com,chessbw@yandex.ru,89031134223,https://vk.com/yeschess,https://www.instagram.com/chess_bw/,https://www.facebook.com/groups/493043304202247/,"https://static.wixstatic.com/media/bb420e_886c5f2c21b3445f9cf9d2f356d4b5ed~mv2.png/v1/fill/w_76,h_76,al_c,q_85,usm_0.66_1.00_0.01/logotip_4tonado.webp",,Обучение шахматам | Москва | Шахматная школа Black&White,"Сумской проезд, 8к4",,sport_game,800,0,true,false,false,false,,пн-cб 10:00-20:00,,
http://maghockey.com/,magic_hockey@list.ru,89253805565,https://vk.com/magic_hockey,https://www.instagram.com/magic_of_hockey/,https://www.facebook.com/magiyahokkeya/,https://maghockey.com/bitrix/templates/idw_mh/assets/img/header/logo.png,https://maghockey.com/tseny-na-trenirovki-po-hokkeyu/,"Школа хоккея в Москве | Хоккейная школа ""Магия хоккея""",Маршала Катукова ул. 22,,sport_game,800,0,true,false,false,false,"Хоккей – одна из популярнейших командных игр в нашей стране. Матчи сборной России, словно магнит, притягивают зрителей к экранам телевизора. Этот динамичный и захватывающий вид спорта обрел мировую популярность, а билеты на матчи любимых команд раскупаются со скоростью звука. Многие мечтают добиться успеха в хоккее и повысить уровень игры. В этом нелегком деле важно заручиться поддержкой квалифицированного тренера.  С 2015 года в Москве открыт наш хоккейный тренировочный центр. Современное оборудование, компьютерные программы подготовки хоккеистов и квалифицированный тренерский состав - это залог Вашего успеха в достижении разных целей в хоккее.  ⁠Центр предлагает обучающие блоки тренировок разного уровня сложности для всех, кто увлекается или занимается спортом. Основатель  тренировочного центра – известный игрок сборной России А.Е.Харитонов",пн-cб 10:00-19:00,Раздевалка,
http://tdance.ru/,partner@tdance.ru,84957710613,https://vk.com/tdance,https://instagram.com/trinity_dance_studio/,https://www.facebook.com/trinitydancestudio,https://sun9-70.userapi.com/c849028/v849028959/1eec1/f0zvTutym8I.jpg?ava=1,,Профессиональная школа танцев в Москве Trinity Dance,Маршала Катукова ул. 23,,dance,800,0,true,false,false,false,"TRINITY DANCE STUDIO – известная московская танцевальная школа, ,которая работает с 1998 года. «Делаем музыку видимой» – вот ее девиз на  протяжении всего периода существования. Наша студия лучшая по многим  причинам, но учащиеся называют ее таковой благодаря:",пн-чт 9:00-16:00,Раздевалка,
http://Goalie-master.ru,goalie-master@mail.ru,84966441653,,,,http://goalie-master.ru/img/logo.png,,Международная школа хоккейных вратарей - Goalie Master,Маршала Катукова ул. 24,,sport_game,800,0,true,false,false,false,"Международная школа вратарей О.Ромашко «Goalie Master» основана в 2007 году. Основатель и руководитель школы Ромашко Олег Игорьевич – Мастер спорта международного класса. Опыт работы 8 лет. 
Основной вид деятельности школы это организация и проведения специализированных сборов вратарей, мастер-классов, индивидуальных подкаток и семинаров для тренеров вратарей. Основной принцип работы школы направлен на постановку современных технических и тактическихдействий вратаря! Мы организовываем и проводим специализированные сборы в разных странах в таких как Россия, Финляндия, США, Канада и Турция. ","

пн-пт 10:00-19:00",,
http://danceliker.ru,info@danceliker.ru,89152245998,https://vk.com/danceliker,https://instagram.com/chichidky1gmsil.com5519,https://www.facebook.com/dancelikerschool,https://danceliker.ru/wp-content/uploads/2019/11/logo.png,https://danceliker.ru/tseny/,Школа танцев в Москве. Танцевальная школа Москва,"2-я Фрунзенская улица, 10",Фрунзенская,dance,800,0,true,false,false,false,"DANCELIKER - ведущая школа танцев для взрослых и детей в Москве          Если вы любите танцевать и мечтаете научиться делать это правильно и у профессионалов, познакомиться с новыми интересными людьми, зарядиться от энергетики латиноамериканских танцев, тогда обязательно приходите к нам! За годы деятельности наша студия танцев превосходно зарекомендовала себя и выпустила большое количество танцующих учеников, пар, коллективов и преподавателей!         ","пн-чт: 12:00-16:30, пт: 12:00-14:00, сб: 11:00-15:00",Раздевалка,
http://www.music4soul.ru,artlabmusic4soul@gmail.com,89859945551,https://vk.com/artlabmusicforsoul,,https://www.facebook.com/School4Soul/,https://music4soul.ru/wp-content/uploads/2018/02/logo-actual.png,https://music4soul.ru/tseny/,Творческая лаборатория Музыка для Души,"2-я Фрунзенская улица, 11",Братиславская,music,800,0,true,false,false,false,"С 2013 года школа «Музыка для Души» дарит  взрослым и детям возможность на высоком уровне обучаться музыке, пению,  танцам, живописи, йоге и другим направлениям в комфортной, уютной и  творческой атмосфере у лучших специалистов Москвы.",пн-чт 9:00-16:00,,
http://a-volley.ru,8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com,89999800708,https://vk.com/a.volley,https://www.instagram.com/lav_volley/,https://www.facebook.com/a.volley.ru/,"https://static.wixstatic.com/media/7e8e23_20db7e3bc43e4ad9b43cc131b112c8a5~mv2_d_2430_2429_s_4_2.png/v1/fill/w_184,h_184,al_c,q_85,usm_0.66_1.00_0.01/%D0%9B%D0%90%D0%922%20%D1%81%20%D0%B1%D0%B5%D0%BB%D1%8B%D0%BC.webp",,Тренировки по волейболу | Любительская ассоциация волейбола,"2-я Фрунзенская улица, 12",Братиславская,sport_game,800,0,true,false,false,false,"Любительская Ассоциация Волейбола LAV обучает взрослых и детей разного уровня, а так же проводит турниры по волейболу и туристические кэмпы.","пн-ср 10:00-16:30, чт: 12:00-16:30, пт: 12:00-14:00",,
http://eclipse-dance.ru/show-balet.php,korneeva@eclipse-dance.ru,89263509936,,https://instagram.com/eclipsecheer?utm_source=ig_profile_share&igshid=1g6ym3ewnitol,,http://eclipse-dance.ru/img/logo.png,,Танцевальный шоу балет Eclipse. Выступления на вечеринках и корпоративах.,"2-я Фрунзенская улица, 13",Братиславская,dance,800,0,true,false,false,false,Танцевальный шоу балет Eclipse.  Все что мы делаем мы стремимся делать лучше всех!,"

пн-пт 10:00-19:00",,
http://chertanovo-football.ru/,chertanovo-football@ya.ru,84957907773,https://vk.com/chertanovofootballschool,https://www.instagram.com/fcchertanovo/,https://www.facebook.com/fschertanovo,http://chertanovo-football.ru/images/logo.png,,"Футбольная школа ""Чертаново""","2-я Фрунзенская улица, 14",Братиславская,sport_game,800,0,true,false,false,false,,пн-cб 10:00-20:00,"Раздевалка, Душ",
http://d4-d5.ru/shahmaty-v-moskve/,,,,,http://d4-d5.ru/wp-content/uploads/2015/12/cropped-cropped-german-knight-375-boxwood-pieces-copper-brass-1000x250.jpg,http://d4-d5.ru/wp-content/uploads/2013/08/childcoolplay-300x225.jpg,,Шахматы в Москве,"2-я Фрунзенская улица, 15",Братиславская,sport_game,800,0,true,false,false,false,"Для тех, кто желает развивать свое мастерство и повышать уровень игры, наша шахматная школа предлагает услугу — шахматы в Москве.  ",пн-чт 9:00-16:00,,
http://www.dfl.org.ru/,dfl-rgo@mail.ru,88005501520,http://vk.com/dfl_russia,http://instagram.com/dfl_russia,https://www.facebook.com/dfliga,https://sun1-18.userapi.com/c844418/v844418603/448fe/fKHcmlYm5bQ.jpg?ava=1,http://www.dfl.org.ru/competitions/schedule/,Детская футбольная лига,"2-я Фрунзенская улица, 16",Братиславская,sport_game,800,0,true,false,true,false,"Детская футбольная лига (ДФЛ) - общественная организация, осуществляющая Уставную деятельность по развитию и популяризации детского футбола в России исключительно за счет самостоятельно привлеченных спонсорских средств","пн-чт: 12:00-16:30, пт: 12:00-14:00, сб: 11:00-15:00",Раздевалка,
http://www.kubokmira.com,etk@joma-russia.com,89295209937,http://vk.com/duckprint,,,,,Официальный сайт Объединения Физкультурников и Спортсменов,"2-я Фрунзенская улица, 17",Братиславская,sport,800,0,true,false,true,false,,"пн-cр 11:00-16:00, пт 14:00-17:00",,
http://www.balletclass.ru,natamiki44@mail.ru,89031737696,,,,,,Балет для всех. Занятия балетом для взрослых. Балет для начинающих в группах и индивидуально.,"2-я Фрунзенская улица, 18",Братиславская,dance,800,0,true,false,true,false,"Микрашевская Наталья Арсеньевна, профессиональный педагог, балерина, танцевавшая в Большом театре, предлагает занятия классической хореографией (балетом) для всехжелающих.",пн-cб 10:00-20:00,Раздевалка,
http://football.msu.ru,mail@sportmsu.ru,89039619904,https://vk.com/msufootball,https://www.instagram.com/msuchamp/,,https://sun9-5.userapi.com/c852020/v852020179/1ad45f/OZtaWGftHvs.jpg?ava=1,http://football.msu.ru/tournament/52/calendar?all=0,Футбольное сообщество МГУ,"Ленинские горы, МГУ",Университет,sport_game,800,0,true,false,true,false,,"

пн-пт 10:00-19:00",Раздевалка,
http://lhl-77.ru/,lhl-77@mail.ru,89264954844,https://vk.com/grizzlyhockey,https://instagram.com/lhl_77,https://www.facebook.com/77LHL,https://sun1-23.userapi.com/c858532/v858532515/a34fa/IpucNvJhK3Q.jpg?ava=1,https://lhl-77.ru/nschedule_of_games/,"Любительская Хоккейная Лига ""ЛХЛ-77""","Ленинские горы, МГУ",Баррикадная,sport_game,800,0,true,false,true,false,,"пн-чт: 12:00-16:30, пт: 12:00-14:00, сб: 11:00-15:00",,
http://rugby-slava.ru,info@rugby.ru,84999787019,https://vk.com/rugbyslava,https://www.instagram.com/slavarugby/,,http://rugby-slava.ru/wp-content/uploads/2020/02/Slava-logo.png,,Официальный сайт регби-клуба Слава (Москва).,"Ленинские горы, МГУ",Баррикадная,sport_game,800,0,true,false,true,false,,"пн-ср 10:00-16:30, чт: 12:00-16:30, пт: 12:00-14:00",Раздевалка,
